2026-08-28 03:37:34 | INFO | leave_app | Application started
2026-08-28 11:36:02 | INFO | leave_app | Leave rejected: request_id=1, employee_id=2, rejected_by=1
2026-08-28 11:36:04 | INFO | leave_app | New user registered: id=2, email=selfapprove@test.com
2026-08-28 11:36:04 | INFO | leave_app | User logged in: id=2, email=selfapprove@test.com
2026-08-28 11:36:04 | INFO | leave_app | Leave applied: employee_id=2, type=CASUAL, days=2
2026-08-28 11:36:04 | WARNING | leave_app | Unauthorized manager-action attempt by user_id=2
2026-08-28 11:36:06 | INFO | leave_app | New user registered: id=2, email=nomgr@test.com
2026-08-28 11:36:06 | INFO | leave_app | User logged in: id=2, email=nomgr@test.com
2026-08-28 11:36:06 | WARNING | leave_app | Unauthorized manager-action attempt by user_id=2
2026-08-28 11:36:08 | INFO | leave_app | New user registered: id=3, email=teamtest@test.com
2026-08-28 11:36:09 | INFO | leave_app | User logged in: id=3, email=teamtest@test.com
2026-08-28 11:36:09 | INFO | leave_app | Leave applied: employee_id=3, type=CASUAL, days=2
2026-08-28 11:36:10 | INFO | leave_app | User logged in: id=2, email=othermgr@test.com
2026-08-28 11:36:11 | INFO | leave_app | New user registered: id=2, email=myteam@test.com
2026-08-28 11:36:12 | INFO | leave_app | User logged in: id=2, email=myteam@test.com
2026-08-28 11:36:12 | INFO | leave_app | Leave applied: employee_id=2, type=CASUAL, days=2
2026-08-28 11:36:13 | INFO | leave_app | User logged in: id=1, email=manager@test.com
